Season,Round,Season_Round,Grand_Prix,Driver,Team,Quali_Position,Pole_Gap_Position,Pole_Time,Quali_Time,Normalised_Pole_Gap
2018,4,2018-04,Azerbaijan Grand Prix,STR,Williams,11,11,101.498,103.585,0.02056198151687716
2018,4,2018-04,Azerbaijan Grand Prix,SIR,Williams,12,14,101.498,103.886,0.023527557193245174
2018,4,2018-04,Azerbaijan Grand Prix,ALO,McLaren,13,15,101.498,104.01,0.024749256142978293
2018,4,2018-04,Azerbaijan Grand Prix,LEC,Kick Sauber,14,13,101.498,103.752,0.022207334134662693
2018,4,2018-04,Azerbaijan Grand Prix,MAG,Haas F1 Team,15,12,101.498,103.674,0.021438846085637175
2018,4,2018-04,Azerbaijan Grand Prix,VAN,McLaren,16,16,101.498,104.489,0.02946856095686612
2018,4,2018-04,Azerbaijan Grand Prix,GAS,Racing Bulls,17,17,101.498,104.496,0.02953752783306074
2018,4,2018-04,Azerbaijan Grand Prix,ERI,Kick Sauber,18,18,101.498,105.541,0.03983329720782658
2018,4,2018-04,Azerbaijan Grand Prix,HAR,Racing Bulls,19,19,101.498,117.354,0.1562198269916648
2018,5,2018-05,Spanish Grand Prix,HAM,Mercedes,1,1,76.173,76.173,0.0
2018,5,2018-05,Spanish Grand Prix,BOT,Mercedes,2,2,76.173,76.213,0.0005251204495029249
2018,5,2018-05,Spanish Grand Prix,VET,Ferrari,3,3,76.173,76.305,0.0017328974833603628
2018,5,2018-05,Spanish Grand Prix,RAI,Ferrari,4,4,76.173,76.612,0.005763196933296522
2018,5,2018-05,Spanish Grand Prix,VER,Red Bull Racing,5,5,76.173,76.816,0.008441311225762416
2018,5,2018-05,Spanish Grand Prix,RIC,Red Bull Racing,6,6,76.173,76.818,0.008467567248237495
2018,5,2018-05,Spanish Grand Prix,MAG,Haas F1 Team,7,7,76.173,77.618,0.018969976238299546
2018,5,2018-05,Spanish Grand Prix,ALO,McLaren,8,9,76.173,77.721,0.020322161395770255
2018,5,2018-05,Spanish Grand Prix,SAI,Alpine,9,10,76.173,77.79,0.021227994171163056
2018,5,2018-05,Spanish Grand Prix,GRO,Haas F1 Team,10,8,76.173,77.699,0.02003334514854349
2018,5,2018-05,Spanish Grand Prix,VAN,McLaren,11,11,76.173,78.323,0.028225224160791873
2018,5,2018-05,Spanish Grand Prix,GAS,Racing Bulls,12,12,76.173,78.463,0.030063145734052554
2018,5,2018-05,Spanish Grand Prix,OCO,Force India,13,14,76.173,78.696,0.033121972352408324
2018,5,2018-05,Spanish Grand Prix,LEC,Kick Sauber,14,13,76.173,78.661,0.03266249195909321
2018,5,2018-05,Spanish Grand Prix,PER,Force India,15,15,76.173,78.74,0.03369960484686163
2018,5,2018-05,Spanish Grand Prix,HUL,Alpine,16,16,76.173,78.923,0.03610203090333841
2018,5,2018-05,Spanish Grand Prix,ERI,Kick Sauber,17,17,76.173,79.493,0.043584997308757645
2018,5,2018-05,Spanish Grand Prix,SIR,Williams,18,18,76.173,79.695,0.04623685557874824
2018,5,2018-05,Spanish Grand Prix,STR,Williams,19,19,76.173,80.225,0.053194701534664324
2018,6,2018-06,Monaco Grand Prix,RIC,Red Bull Racing,1,1,70.81,70.81,0.0
2018,6,2018-06,Monaco Grand Prix,VET,Ferrari,2,2,70.81,71.039,0.003234006496257491
2018,6,2018-06,Monaco Grand Prix,HAM,Mercedes,3,3,70.81,71.232,0.005959610224544498
2018,6,2018-06,Monaco Grand Prix,RAI,Ferrari,4,4,70.81,71.266,0.00643976839429472
2018,6,2018-06,Monaco Grand Prix,BOT,Mercedes,5,5,70.81,71.441,0.008911170738596264
2018,6,2018-06,Monaco Grand Prix,OCO,Force India,6,6,70.81,72.061,0.01766699618697931
2018,6,2018-06,Monaco Grand Prix,ALO,McLaren,7,7,70.81,72.11,0.018358988843383717
2018,6,2018-06,Monaco Grand Prix,SAI,Alpine,8,8,70.81,72.13,0.018641434825589442
2018,6,2018-06,Monaco Grand Prix,PER,Force India,9,9,70.81,72.154,0.01898037000423658
2018,6,2018-06,Monaco Grand Prix,GAS,Racing Bulls,10,10,70.81,72.221,0.01992656404462645
2018,6,2018-06,Monaco Grand Prix,HUL,Alpine,11,11,70.81,72.411,0.02260980087558262
2018,6,2018-06,Monaco Grand Prix,VAN,McLaren,12,12,70.81,72.44,0.023019347549781077
2018,6,2018-06,Monaco Grand Prix,SIR,Williams,13,13,70.81,72.521,0.024163253777715
2018,6,2018-06,Monaco Grand Prix,LEC,Kick Sauber,14,14,70.81,72.714,0.026888857506002006
2018,6,2018-06,Monaco Grand Prix,GRO,Haas F1 Team,15,15,70.81,72.728,0.02708656969354606
2018,6,2018-06,Monaco Grand Prix,HAR,Racing Bulls,16,16,70.81,73.179,0.03345572659228924
2018,6,2018-06,Monaco Grand Prix,ERI,Kick Sauber,17,17,70.81,73.265,0.03467024431577448
2018,6,2018-06,Monaco Grand Prix,STR,Williams,18,18,70.81,73.323,0.035489337664171616
2018,6,2018-06,Monaco Grand Prix,MAG,Haas F1 Team,19,19,70.81,73.393,0.03647789860189232
2018,7,2018-07,Canadian Grand Prix,VET,Ferrari,1,1,70.764,70.764,0.0
2018,7,2018-07,Canadian Grand Prix,BOT,Mercedes,2,2,70.764,70.857,0.0013142275733424302
2018,7,2018-07,Canadian Grand Prix,VER,Red Bull Racing,3,3,70.764,70.937,0.002444745916002411
2018,7,2018-07,Canadian Grand Prix,HAM,Mercedes,4,4,70.764,70.996,0.003278503193714366
2018,7,2018-07,Canadian Grand Prix,RAI,Ferrari,5,5,70.764,71.095,0.0046775196427562005
2018,7,2018-07,Canadian Grand Prix,RIC,Red Bull Racing,6,6,70.764,71.116,0.004974280707704448
2018,7,2018-07,Canadian Grand Prix,HUL,Alpine,7,7,70.764,71.916,0.016279464134305588
2018,7,2018-07,Canadian Grand Prix,OCO,Force India,8,8,70.764,72.084,0.018653552653892014
2018,7,2018-07,Canadian Grand Prix,SAI,Alpine,9,9,70.764,72.097,0.01883726188457402
2018,7,2018-07,Canadian Grand Prix,PER,Force India,10,10,70.764,72.395,0.02304844271098294
2018,7,2018-07,Canadian Grand Prix,MAG,Haas F1 Team,11,12,70.764,72.606,0.02603018483974906
2018,7,2018-07,Canadian Grand Prix,HAR,Racing Bulls,12,11,70.764,72.587,0.025761686733367428
2018,7,2018-07,Canadian Grand Prix,LEC,Kick Sauber,13,13,70.764,72.661,0.026807416200328005
2018,7,2018-07,Canadian Grand Prix,ALO,McLaren,14,14,70.764,72.856,0.02956305466056186
2018,7,2018-07,Canadian Grand Prix,VAN,McLaren,15,15,70.764,72.865,0.029690237974111078
2018,7,2018-07,Canadian Grand Prix,GAS,Racing Bulls,16,16,70.764,73.047,0.03226216720366293
2018,7,2018-07,Canadian Grand Prix,STR,Williams,17,17,70.764,73.59,0.039935560454468444
2018,7,2018-07,Canadian Grand Prix,SIR,Williams,18,18,70.764,73.643,0.04068452885648077
2018,7,2018-07,Canadian Grand Prix,ERI,Kick Sauber,19,19,70.764,74.593,0.05410943417556968
2018,8,2018-08,French Grand Prix,HAM,Mercedes,1,1,90.029,90.029,0.0
2018,8,2018-08,French Grand Prix,BOT,Mercedes,2,2,90.029,90.147,0.0013106887780605092
2018,8,2018-08,French Grand Prix,VET,Ferrari,3,3,90.029,90.4,0.004120894378478068
2018,8,2018-08,French Grand Prix,VER,Red Bull Racing,4,4,90.029,90.705,0.007508691643803633
2018,8,2018-08,French Grand Prix,RIC,Red Bull Racing,5,6,90.029,90.895,0.009619122727121177
2018,8,2018-08,French Grand Prix,RAI,Ferrari,6,5,90.029,90.772,0.008252896288973632
2018,8,2018-08,French Grand Prix,SAI,Alpine,7,9,90.029,92.016,0.022070666118695126
2018,8,2018-08,French Grand Prix,LEC,Kick Sauber,8,10,90.029,92.055,0.02250385986737613
2018,8,2018-08,French Grand Prix,MAG,Haas F1 Team,9,8,90.029,91.51,0.016450254917860008
2018,8,2018-08,French Grand Prix,GRO,Haas F1 Team,10,7,90.029,91.472,0.016028168701196277
2018,8,2018-08,French Grand Prix,OCO,Force India,11,11,90.029,92.075,0.02272601050772538
2018,8,2018-08,French Grand Prix,HUL,Alpine,12,12,90.029,92.115,0.02317031178842366
2018,8,2018-08,French Grand Prix,PER,Force India,13,14,90.029,92.454,0.02693576514234297
2018,8,2018-08,French Grand Prix,GAS,Racing Bulls,14,13,90.029,92.447,0.026858012418220945
2018,8,2018-08,French Grand Prix,ERI,Kick Sauber,15,15,90.029,92.804,0.030823401348454516
2018,8,2018-08,French Grand Prix,ALO,McLaren,16,16,90.029,92.976,0.0327338968554578
2018,8,2018-08,French Grand Prix,HAR,Racing Bulls,17,17,90.029,93.025,0.03327816592431332
2018,8,2018-08,French Grand Prix,VAN,McLaren,18,18,90.029,93.162,0.03479989781070558
2018,8,2018-08,French Grand Prix,SIR,Williams,19,19,90.029,93.636,0.040064867986981945
2018,8,2018-08,French Grand Prix,STR,Williams,20,20,90.029,93.729,0.04109786846460595
2018,9,2018-09,Austrian Grand Prix,BOT,Mercedes,1,1,63.13,63.13,0.0
2018,9,2018-09,Austrian Grand Prix,HAM,Mercedes,2,2,63.13,63.149,0.00030096626009812333
2018,9,2018-09,Austrian Grand Prix,VET,Ferrari,3,3,63.13,63.464,0.005290670045936974
2018,9,2018-09,Austrian Grand Prix,RAI,Ferrari,4,4,63.13,63.66,0.00839537462379214
2018,9,2018-09,Austrian Grand Prix,VER,Red Bull Racing,5,5,63.13,63.84,0.011246633929985705
2018,9,2018-09,Austrian Grand Prix,GRO,Haas F1 Team,6,6,63.13,63.892,0.01207033106288602
2018,9,2018-09,Austrian Grand Prix,RIC,Red Bull Racing,7,7,63.13,63.996,0.01371772532868687
2018,9,2018-09,Austrian Grand Prix,MAG,Haas F1 Team,8,8,63.13,64.051,0.014588943450023706
2018,9,2018-09,Austrian Grand Prix,SAI,Alpine,9,9,63.13,64.561,0.022667511484238956
2018,9,2018-09,Austrian Grand Prix,HUL,Alpine,10,10,63.13,64.676,0.024489149374306907
2018,9,2018-09,Austrian Grand Prix,OCO,Force India,11,11,63.13,64.845,0.02716616505623315
2018,9,2018-09,Austrian Grand Prix,GAS,Racing Bulls,12,12,63.13,64.874,0.02762553461111983
2018,9,2018-09,Austrian Grand Prix,LEC,Kick Sauber,13,14,63.13,64.967,0.029098685252653134
2018,9,2018-09,Austrian Grand Prix,ALO,McLaren,14,13,63.13,64.965,0.0290670045936956
2018,9,2018-09,Austrian Grand Prix,STR,Williams,15,15,63.13,65.264,0.03380326310787263
2018,9,2018-09,Austrian Grand Prix,VAN,McLaren,16,16,63.13,65.271,0.03391414541422466
2018,9,2018-09,Austrian Grand Prix,PER,Force India,17,17,63.13,65.279,0.03404086805005524
2018,9,2018-09,Austrian Grand Prix,SIR,Williams,18,18,63.13,65.322,0.03472200221764621
2018,9,2018-09,Austrian Grand Prix,HAR,Racing Bulls,19,19,63.13,65.366,0.03541897671471572
2018,9,2018-09,Austrian Grand Prix,ERI,Kick Sauber,20,20,63.13,65.479,0.03720893394582592
2018,10,2018-10,British Grand Prix,HAM,Mercedes,1,1,85.892,85.892,0.0
2018,10,2018-10,British Grand Prix,VET,Ferrari,2,2,85.892,85.936,0.0005122712243283978
2018,10,2018-10,British Grand Prix,RAI,Ferrari,3,3,85.892,85.99,0.001140967726912745
2018,10,2018-10,British Grand Prix,BOT,Mercedes,4,4,85.892,86.217,0.0037838215433334543
2018,10,2018-10,British Grand Prix,VER,Red Bull Racing,5,5,85.892,86.602,0.008266194756205492
2018,10,2018-10,British Grand Prix,RIC,Red Bull Racing,6,6,85.892,87.099,0.014052531085549491
2018,10,2018-10,British Grand Prix,MAG,Haas F1 Team,7,7,85.892,87.244,0.01574069762026742
2018,10,2018-10,British Grand Prix,GRO,Haas F1 Team,8,8,85.892,87.455,0.01819727099147772
2018,10,2018-10,British Grand Prix,LEC,Kick Sauber,9,9,85.892,87.79,0.02209751781306779
2018,10,2018-10,British Grand Prix,OCO,Force India,10,10,85.892,87.843,0.022714571787826765
2018,10,2018-10,British Grand Prix,HUL,Alpine,11,11,85.892,87.901,0.023389838401713714
2018,10,2018-10,British Grand Prix,PER,Force India,12,12,85.892,87.928,0.02370418665300611
2018,10,2018-10,British Grand Prix,ALO,McLaren,13,13,85.892,88.139,0.026160760024216412
2018,10,2018-10,British Grand Prix,GAS,Racing Bulls,14,15,85.892,88.343,0.028535835700647327
2018,10,2018-10,British Grand Prix,ERI,Kick Sauber,15,14,85.892,88.249,0.027441438085036962
2018,10,2018-10,British Grand Prix,SAI,Alpine,16,16,85.892,88.456,0.029851441344944885
2018,10,2018-10,British Grand Prix,VAN,McLaren,17,17,85.892,89.096,0.0373026591533554
2018,10,2018-10,British Grand Prix,SIR,Williams,18,18,85.892,89.252,0.03911889349415554
2018,11,2018-11,German Grand Prix,VET,Ferrari,1,1,71.212,71.212,0.0
2018,11,2018-11,German Grand Prix,BOT,Mercedes,2,2,71.212,71.416,0.0028646857271246162
2018,11,2018-11,German Grand Prix,RAI,Ferrari,3,3,71.212,71.547,0.004704263326405611
2018,11,2018-11,German Grand Prix,VER,Red Bull Racing,4,4,71.212,71.822,0.008565972027186453
2018,11,2018-11,German Grand Prix,MAG,Haas F1 Team,5,5,71.212,72.2,0.01387406616862319
2018,11,2018-11,German Grand Prix,GRO,Haas F1 Team,6,6,71.212,72.544,0.018704712688872638
2018,11,2018-11,German Grand Prix,HUL,Alpine,7,7,71.212,72.56,0.018929393922372695
2018,11,2018-11,German Grand Prix,SAI,Alpine,8,8,71.212,72.692,0.020783014098747277
2018,11,2018-11,German Grand Prix,LEC,Kick Sauber,9,9,71.212,72.717,0.02113407852609095
2018,11,2018-11,German Grand Prix,PER,Force India,10,10,71.212,72.774,0.021934505420434736
2018,11,2018-11,German Grand Prix,ALO,McLaren,11,14,71.212,73.614,0.033730270179183286
2018,11,2018-11,German Grand Prix,SIR,Williams,12,15,71.212,73.702,0.034966016963433155
2018,11,2018-11,German Grand Prix,ERI,Kick Sauber,13,13,71.212,73.562,0.03300005617030832
2018,11,2018-11,German Grand Prix,HAM,Mercedes,14,11,71.212,73.012,0.025276638768746862
2018,11,2018-11,German Grand Prix,RIC,Red Bull Racing,15,12,71.212,73.318,0.029573667359433786
2018,11,2018-11,German Grand Prix,OCO,Force India,16,16,71.212,73.72,0.03521878335112061
2018,11,2018-11,German Grand Prix,GAS,Racing Bulls,17,17,71.212,73.749,0.03562601808683907
2018,11,2018-11,German Grand Prix,HAR,Racing Bulls,18,18,71.212,74.045,0.039782620906588795
2018,11,2018-11,German Grand Prix,STR,Williams,19,19,71.212,74.206,0.042043475818682285
2018,11,2018-11,German Grand Prix,VAN,McLaren,20,20,71.212,74.401,0.044781778351963064
2018,12,2018-12,Hungarian Grand Prix,HAM,Mercedes,1,4,76.666,77.419,0.009821824537604718
2018,12,2018-12,Hungarian Grand Prix,BOT,Mercedes,2,3,76.666,77.123,0.005960921399316588
2018,12,2018-12,Hungarian Grand Prix,RAI,Ferrari,3,5,76.666,77.526,0.011217488847728996
2018,12,2018-12,Hungarian Grand Prix,VET,Ferrari,4,1,76.666,76.666,0.0
2018,12,2018-12,Hungarian Grand Prix,SAI,Alpine,5,6,76.666,77.829,0.01516969712780103
2018,12,2018-12,Hungarian Grand Prix,GAS,Racing Bulls,6,14,76.666,78.577,0.024926303706988673
2018,12,2018-12,Hungarian Grand Prix,VER,Red Bull Racing,7,2,76.666,76.94,0.0035739441212532252
2018,12,2018-12,Hungarian Grand Prix,HAR,Racing Bulls,8,11,76.666,78.429,0.02299585213784483
2018,12,2018-12,Hungarian Grand Prix,MAG,Haas F1 Team,9,10,76.666,78.314,0.02149583909425301
2018,12,2018-12,Hungarian Grand Prix,GRO,Haas F1 Team,10,7,76.666,77.901,0.016108835729006232
2018,12,2018-12,Hungarian Grand Prix,ALO,McLaren,11,9,76.666,78.208,0.020113218375811925
2018,12,2018-12,Hungarian Grand Prix,RIC,Red Bull Racing,12,12,76.666,78.54,0.024443690814702768
2018,12,2018-12,Hungarian Grand Prix,HUL,Alpine,13,8,76.666,77.905,0.016161010095740114
2018,12,2018-12,Hungarian Grand Prix,ERI,Kick Sauber,14,15,76.666,78.641,0.02576109357472678
2018,12,2018-12,Hungarian Grand Prix,STR,Williams,15,13,76.666,78.56,0.024704562648370842
2018,12,2018-12,Hungarian Grand Prix,VAN,McLaren,16,16,76.666,78.782,0.02760024000208694
2018,12,2018-12,Hungarian Grand Prix,LEC,Kick Sauber,17,17,76.666,78.817,0.028056765711006237
2018,12,2018-12,Hungarian Grand Prix,OCO,Force India,18,18,76.666,79.142,0.032295933008113176
2018,12,2018-12,Hungarian Grand Prix,PER,Force India,19,19,76.666,79.2,0.03305246132575079
2018,12,2018-12,Hungarian Grand Prix,SIR,Williams,20,20,76.666,79.301,0.034369864085774804
2018,13,2018-13,Belgian Grand Prix,HAM,Mercedes,1,3,101.501,101.553,0.0005123102235444765
2018,13,2018-13,Belgian Grand Prix,VET,Ferrari,2,1,101.501,101.501,0.0
2018,13,2018-13,Belgian Grand Prix,OCO,Aston Martin,3,9,101.501,103.302,0.017743667550073505
2018,13,2018-13,Belgian Grand Prix,PER,Aston Martin,4,6,101.501,103.014,0.01490625708121085
2018,13,2018-13,Belgian Grand Prix,GRO,Haas F1 Team,5,7,101.501,103.042,0.015182116432350456
2018,13,2018-13,Belgian Grand Prix,RAI,Ferrari,6,2,101.501,101.533,0.0003152678298734557
2018,13,2018-13,Belgian Grand Prix,VER,Red Bull Racing,7,5,101.501,102.554,0.010374282026778037
2018,13,2018-13,Belgian Grand Prix,RIC,Red Bull Racing,8,8,101.501,103.126,0.01600969448576861
2018,13,2018-13,Belgian Grand Prix,MAG,Haas F1 Team,9,10,101.501,103.32,0.01792100570437727
2018,13,2018-13,Belgian Grand Prix,BOT,Mercedes,10,4,101.501,102.191,0.0067979625816494416
2018,13,2018-13,Belgian Grand Prix,GAS,Racing Bulls,11,12,101.501,103.844,0.023083516418557437
2018,13,2018-13,Belgian Grand Prix,HAR,Racing Bulls,12,14,101.501,103.865,0.023290410931911865
2018,13,2018-13,Belgian Grand Prix,LEC,Kick Sauber,13,11,101.501,103.654,0.02121161367868285
2018,13,2018-13,Belgian Grand Prix,ERI,Kick Sauber,14,13,101.501,103.846,0.023103220657924473
2018,13,2018-13,Belgian Grand Prix,HUL,Alpine,15,15,101.501,104.145,0.026049004443305934
2018,13,2018-13,Belgian Grand Prix,SAI,Alpine,16,16,101.501,104.489,0.029438133614447137
2018,13,2018-13,Belgian Grand Prix,ALO,McLaren,17,17,101.501,104.917,0.033654840839006495
2018,13,2018-13,Belgian Grand Prix,SIR,Williams,18,18,101.501,104.998,0.034452862533373985
2018,13,2018-13,Belgian Grand Prix,STR,Williams,19,19,101.501,105.134,0.03579275081033684
2018,13,2018-13,Belgian Grand Prix,VAN,McLaren,20,20,101.501,105.307,0.037497167515590846
2018,14,2018-14,Italian Grand Prix,RAI,Ferrari,1,1,79.119,79.119,0.0
2018,14,2018-14,Italian Grand Prix,VET,Ferrari,2,2,79.119,79.28,0.002034909440210342
2018,14,2018-14,Italian Grand Prix,HAM,Mercedes,3,3,79.119,79.294,0.002211858087185048
2018,14,2018-14,Italian Grand Prix,BOT,Mercedes,4,4,79.119,79.656,0.0067872445303909235
2018,14,2018-14,Italian Grand Prix,VER,Red Bull Racing,5,5,79.119,80.333,0.015343975530530019
2018,14,2018-14,Italian Grand Prix,GRO,Haas F1 Team,6,6,79.119,80.936,0.02296540653951662
2018,14,2018-14,Italian Grand Prix,SAI,Alpine,7,7,79.119,81.041,0.02429252139182747
2018,14,2018-14,Italian Grand Prix,OCO,Aston Martin,8,8,79.119,81.099,0.02502559435786611
2018,14,2018-14,Italian Grand Prix,GAS,Racing Bulls,9,10,79.119,81.35,0.0281980308143428
2018,14,2018-14,Italian Grand Prix,STR,Williams,10,11,79.119,81.494,0.03001807404036949
2018,14,2018-14,Italian Grand Prix,MAG,Haas F1 Team,11,12,79.119,81.669,0.03222993212755476
2018,14,2018-14,Italian Grand Prix,SIR,Williams,12,13,79.119,81.732,0.03302620103894127
2018,14,2018-14,Italian Grand Prix,ALO,McLaren,13,15,79.119,81.85,0.03451762534915748
2018,14,2018-14,Italian Grand Prix,HUL,Alpine,14,14,79.119,81.801,0.033898305084745894
